Date_reported,Sever_Location,Packet_Size,No._of_Packets,Attack_Packets,Total_Loss(Y)
3/17/2024,Africa,24.0,327430,1.0,1071
4/7/2024,Africa,25.0,327493,1.0,1072
7/7/2024,Africa,40.0,328052,1.0,1073
7/28/2024,Africa,55.0,328222,1.0,1074
4/5/2020,Africa,97.0,147,2.0,2
4/19/2020,Africa,54.0,245,2.0,4
5/3/2020,Africa,242.0,596,2.0,6
5/10/2020,Africa,294.0,890,5.0,11
5/17/2020,Africa,368.0,1258,5.0,16
5/24/2020,Africa,263.0,1521,3.0,19
5/31/2020,Africa,222.0,1743,2.0,21
6/7/2020,Africa,336.0,2079,4.0,25
6/14/2020,Africa,203.0,2282,4.0,29
6/21/2020,Africa,122.0,2404,2.0,31
6/28/2020,Africa,136.0,2540,4.0,35
7/5/2020,Africa,128.0,2668,1.0,36
7/12/2020,Africa,43.0,2711,1.0,37
7/26/2020,Africa,91.0,2873,1.0,38
8/2/2020,Africa,89.0,2962,1.0,39
8/30/2020,Africa,64.0,3301,1.0,40
10/4/2020,Africa,238.0,3779,2.0,42
10/11/2020,Africa,210.0,3989,1.0,43
10/25/2020,Africa,246.0,4276,1.0,44
11/8/2020,Africa,184.0,4550,1.0,45
11/15/2020,Africa,371.0,4921,1.0,46
11/22/2020,Africa,115.0,5036,2.0,48
11/29/2020,Africa,145.0,5181,1.0,49
12/13/2020,Africa,370.0,5551,3.0,52
12/20/2020,Africa,157.0,5708,1.0,53
12/27/2020,Africa,59.0,5767,1.0,54
1/3/2021,Africa,123.0,5890,1.0,55
1/10/2021,Africa,342.0,6232,1.0,56
1/17/2021,Africa,379.0,6611,2.0,58
1/24/2021,Africa,933.0,7544,1.0,59
1/31/2021,Africa,687.0,8231,2.0,61
2/7/2021,Africa,2524.0,10755,3.0,64
2/14/2021,Africa,2780.0,13535,14.0,78
2/21/2021,Africa,2257.0,15792,14.0,92
2/28/2021,Africa,1069.0,16861,10.0,102
3/7/2021,Africa,1279.0,18140,23.0,125
3/14/2021,Africa,502.0,18642,4.0,129
3/21/2021,Africa,364.0,19006,22.0,151
3/28/2021,Africa,300.0,19306,3.0,154
4/4/2021,Africa,184.0,19490,8.0,162
4/11/2021,Africa,153.0,19643,5.0,167
4/18/2021,Africa,146.0,19789,1.0,168
4/25/2021,Africa,107.0,19896,1.0,169
5/2/2021,Africa,198.0,20094,1.0,170
5/16/2021,Africa,42.0,20176,1.0,171
5/30/2021,Africa,24.0,19325,2.0,173
6/20/2021,Africa,16.0,19389,1.0,174
8/15/2021,Africa,49.0,19567,1.0,175
9/19/2021,Africa,92.0,20107,1.0,176
9/26/2021,Africa,112.0,20219,2.0,178
10/3/2021,Africa,104.0,20323,2.0,180
10/17/2021,Africa,54.0,20439,1.0,181
10/24/2021,Africa,46.0,20485,1.0,182
10/31/2021,Africa,70.0,20555,3.0,185
1/9/2022,Africa,2760.0,24671,1.0,186
1/23/2022,Africa,1934.0,35691,1.0,187
3/22/2020,North America,669.0,903,4.0,4
3/29/2020,North America,1214.0,2117,24.0,28
4/5/2020,North America,2134.0,4251,146.0,174
4/12/2020,North America,3291.0,7542,382.0,556
4/19/2020,North America,5958.0,13500,749.0,1305
4/26/2020,North America,9264.0,22764,1453.0,2758
5/3/2020,North America,11571.0,34335,2361.0,5119
5/10/2020,North America,15196.0,49531,2893.0,8012
5/17/2020,North America,19538.0,69069,3414.0,11426
5/24/2020,North America,24187.0,93256,3994.0,15420
5/31/2020,North America,26973.0,120229,4178.0,19598
6/7/2020,North America,30556.0,150785,4512.0,24110
6/14/2020,North America,34822.0,185607,4891.0,29001
6/21/2020,North America,37587.0,223194,4986.0,33987
6/28/2020,North America,39306.0,262500,4569.0,38556
7/5/2020,North America,43553.0,306053,4971.0,43527
7/12/2020,North America,44406.0,350459,5374.0,48901
7/19/2020,North America,49775.0,400234,5534.0,54435
7/26/2020,North America,50177.0,450411,5464.0,59899
8/2/2020,North America,45999.0,496410,5258.0,65157
8/9/2020,North America,41814.0,538224,5027.0,70184
8/16/2020,North America,39452.0,577676,4522.0,74706
8/23/2020,North America,37867.0,615543,4065.0,78771
8/30/2020,North America,39230.0,654773,3731.0,82502
9/6/2020,North America,38873.0,693646,3556.0,86058
9/13/2020,North America,35339.0,728985,3208.0,89266
9/20/2020,North America,29659.0,758644,2955.0,92221
9/27/2020,North America,33716.0,792360,2840.0,95061
10/4/2020,North America,32636.0,824996,2586.0,97647
10/11/2020,North America,33071.0,858067,2488.0,100135
10/18/2020,North America,38778.0,896845,2689.0,102824
10/25/2020,North America,44301.0,941146,3107.0,105931
11/1/2020,North America,42679.0,983825,3336.0,109267
11/8/2020,North America,40741.0,1024566,3482.0,112749
11/15/2020,North America,48200.0,1072766,3561.0,116310
11/22/2020,North America,44816.0,1117582,3709.0,120019
11/29/2020,North America,56457.0,1174039,4060.0,124079
12/6/2020,North America,64076.0,1238115,4235.0,128314
12/13/2020,North America,73050.0,1311165,4644.0,132958
12/20/2020,North America,77433.0,1388598,5157.0,138115
12/27/2020,North America,64816.0,1453414,5775.0,143890
1/3/2021,North America,72877.0,1526291,6552.0,150442
1/10/2021,North America,105375.0,1631666,7632.0,158074
1/17/2021,North America,110588.0,1742254,8745.0,166819
1/24/2021,North America,104374.0,1846628,9877.0,176696
1/31/2021,North America,90123.0,1936751,9495.0,186191
2/7/2021,North America,61598.0,1998349,8292.0,194483
2/14/2021,North America,53192.0,2051541,6731.0,201214
2/21/2021,North America,43136.0,2094677,5321.0,206535
2/28/2021,North America,42204.0,2136881,4449.0,210984
3/7/2021,North America,40192.0,2177073,3889.0,214873
3/14/2021,North America,34305.0,2211378,3411.0,218284
3/21/2021,North America,28302.0,2239680,2881.0,221165
3/28/2021,North America,28664.0,2268344,2442.0,223607
4/4/2021,North America,21218.0,2289562,2273.0,225880
4/11/2021,North America,26011.0,2315573,2060.0,227940
4/18/2021,North America,23767.0,2339340,1923.0,229863
4/25/2021,North America,20925.0,2360265,1611.0,231474
5/2/2021,North America,19142.0,2379407,1400.0,232874
5/9/2021,North America,16175.0,2395582,1164.0,234038
5/16/2021,North America,14482.0,2410064,963.0,235001
5/23/2021,North America,14750.0,2424814,827.0,235828
5/30/2021,North America,15313.0,2440127,746.0,236574
6/6/2021,North America,16193.0,2456320,654.0,237228
6/13/2021,North America,19451.0,2475771,708.0,237936
6/20/2021,North America,22779.0,2498550,686.0,238622
6/27/2021,North America,29738.0,2528288,769.0,239391
7/4/2021,North America,37423.0,2565711,931.0,240322
7/11/2021,North America,55106.0,2620817,1114.0,241436
7/18/2021,North America,78515.0,2699332,1460.0,242896
7/25/2021,North America,102995.0,2802327,2197.0,245093
8/1/2021,North America,122311.0,2924638,3135.0,248228
8/8/2021,North America,128282.0,3052920,4191.0,252419
8/15/2021,North America,135141.0,3188061,4909.0,257328
8/22/2021,North America,120883.0,3308944,5528.0,262856
8/29/2021,North America,103015.0,3411959,5539.0,268395
9/5/2021,North America,87342.0,3499301,5103.0,273498
9/12/2021,North America,76284.0,3575585,4561.0,278059
9/19/2021,North America,57961.0,3633546,3950.0,282009
9/26/2021,North America,58868.0,3692414,3416.0,285425
10/3/2021,North America,44758.0,3737172,2863.0,288288
10/10/2021,North America,36194.0,3773366,2389.0,290677
10/17/2021,North America,31059.0,3804425,2006.0,292683
10/24/2021,North America,25762.0,3830187,1633.0,294316
10/31/2021,North America,23445.0,3853632,1375.0,295691
11/7/2021,North America,18907.0,3872539,1159.0,296850
11/14/2021,North America,20001.0,3892540,1012.0,297862
11/21/2021,North America,17228.0,3909768,965.0,298827
11/28/2021,North America,19349.0,3929117,927.0,299754
12/5/2021,North America,18247.0,3947364,940.0,300694
12/12/2021,North America,17484.0,3964848,903.0,301597
12/19/2021,North America,16128.0,3980976,848.0,302445
12/26/2021,North America,21003.0,4001979,810.0,303255
1/2/2022,North America,56920.0,4058899,770.0,304025
1/9/2022,North America,194803.0,4253702,909.0,304934
1/16/2022,North America,406782.0,4660484,1385.0,306319
1/23/2022,North America,406815.0,5067299,2395.0,308714
1/30/2022,North America,282729.0,5350028,3603.0,312317
2/6/2022,North America,166547.0,5516575,3901.0,316218
2/13/2022,North America,86372.0,5602947,3308.0,319526
2/20/2022,North America,61576.0,5664523,2385.0,321911
2/27/2022,North America,37281.0,5701804,1571.0,323482
3/6/2022,North America,21369.0,5723173,930.0,324412
3/13/2022,North America,14069.0,5737242,532.0,324944
3/20/2022,North America,10068.0,5747310,349.0,325293
3/27/2022,North America,6920.0,5754230,209.0,325502
4/3/2022,North America,6523.0,5760753,153.0,325655
4/10/2022,North America,4757.0,5765510,117.0,325772
4/17/2022,North America,3205.0,5768715,71.0,325843
4/24/2022,North America,3846.0,5772561,70.0,325913
5/1/2022,North America,3993.0,5776554,41.0,325954
5/8/2022,North America,4324.0,5780878,42.0,325996
5/15/2022,North America,5359.0,5786237,34.0,326030
5/22/2022,North America,7750.0,5793987,40.0,326070
5/29/2022,North America,12237.0,5806224,38.0,326108
6/5/2022,North America,19550.0,5825774,35.0,326143
6/12/2022,North America,34371.0,5860145,37.0,326180
6/19/2022,North America,55313.0,5915458,76.0,326256
6/26/2022,North America,97266.0,6012724,118.0,326374
7/3/2022,North America,152465.0,6165189,186.0,326560
7/10/2022,North America,200105.0,6365294,315.0,326875
7/17/2022,North America,213873.0,6579167,559.0,327434
7/24/2022,North America,179987.0,6759154,607.0,328041
7/31/2022,North America,122038.0,6881192,638.0,328679
8/7/2022,North America,80263.0,6961455,596.0,329275
8/14/2022,North America,53654.0,7015109,423.0,329698
8/21/2022,North America,33244.0,7048353,292.0,329990
8/28/2022,North America,22956.0,7071309,231.0,330221
9/4/2022,North America,16411.0,7087720,171.0,330392
9/11/2022,North America,12055.0,7099775,105.0,330497
9/18/2022,North America,7691.0,7107466,86.0,330583
9/25/2022,North America,7673.0,7115139,55.0,330638
10/2/2022,North America,5199.0,7120338,55.0,330693
10/9/2022,North America,3878.0,7124216,53.0,330746
10/16/2022,North America,2867.0,7127083,22.0,330768
10/23/2022,North America,2657.0,7129740,25.0,330793
10/30/2022,North America,2840.0,7132580,25.0,330818
11/6/2022,North America,2896.0,7135476,24.0,330842
11/13/2022,North America,4403.0,7139879,19.0,330861
11/20/2022,North America,5670.0,7145549,33.0,330894
11/27/2022,North America,7419.0,7152968,22.0,330916
12/4/2022,North America,12749.0,7165717,61.0,330977
12/11/2022,North America,19203.0,7184920,69.0,331046
12/18/2022,North America,26720.0,7211640,117.0,331163
12/25/2022,North America,33950.0,7245590,159.0,331322
1/1/2023,North America,30816.0,7276406,206.0,331528
1/8/2023,North America,31932.0,7308338,280.0,331808
1/15/2023,North America,29637.0,7337975,301.0,332109
1/22/2023,North America,25514.0,7363489,261.0,332370
1/29/2023,North America,23596.0,7387085,251.0,332621
2/5/2023,North America,20573.0,7407658,194.0,332815
2/12/2023,North America,18694.0,7426352,148.0,332963
2/19/2023,North America,19702.0,7446054,170.0,333133
2/26/2023,North America,20305.0,7466359,117.0,333250
3/5/2023,North America,19418.0,7485777,98.0,333348
3/12/2023,North America,20313.0,7506090,107.0,333455
3/19/2023,North America,19021.0,7525111,74.0,333529
3/26/2023,North America,15357.0,7540468,111.0,333640
4/2/2023,North America,15113.0,7555581,96.0,333736
4/9/2023,North America,8608.0,7564189,84.0,333820
4/16/2023,North America,9869.0,7574058,69.0,333889
4/23/2023,North America,9401.0,7583459,73.0,333962
4/30/2023,North America,9419.0,7592878,72.0,334034
5/7/2023,North America,8109.0,7600987,54.0,334088
5/14/2023,North America,7429.0,7608416,38.0,334126
1/7/2024,North America,208.0,7608624,5.0,334131
1/14/2024,North America,303.0,7608927,10.0,334141
1/21/2024,North America,548.0,7609475,15.0,334156
1/28/2024,North America,625.0,7610100,23.0,334179
2/4/2024,North America,661.0,7610761,20.0,334199
2/11/2024,North America,731.0,7611492,21.0,334220
2/18/2024,North America,678.0,7612170,23.0,334243
2/25/2024,North America,610.0,7612780,23.0,334266
3/3/2024,North America,551.0,7613331,25.0,334291
3/10/2024,North America,388.0,7613719,38.0,334329
3/17/2024,North America,261.0,7613980,18.0,334347
3/24/2024,North America,220.0,7614200,26.0,334373
3/31/2024,North America,145.0,7614345,13.0,334386
4/7/2024,North America,208.0,7614553,14.0,334400
4/14/2024,North America,135.0,7614688,9.0,334409
4/21/2024,North America,142.0,7614830,9.0,334418
4/28/2024,North America,124.0,7614954,10.0,334428
5/5/2024,North America,93.0,7615047,9.0,334437
5/12/2024,North America,110.0,7615157,7.0,334444
5/19/2024,North America,142.0,7615299,13.0,334457
5/26/2024,North America,126.0,7615425,12.0,334469
6/2/2024,North America,123.0,7615548,9.0,334478
6/9/2024,North America,147.0,7615695,11.0,334489
6/16/2024,North America,185.0,7615880,6.0,334495
6/23/2024,North America,199.0,7616079,12.0,334507
6/30/2024,North America,265.0,7616344,5.0,334512
7/7/2024,North America,409.0,7616753,11.0,334523
7/14/2024,North America,546.0,7617299,13.0,334536
7/21/2024,North America,968.0,7618267,19.0,334555
7/28/2024,North America,908.0,7619175,26.0,334581
8/4/2024,North America,688.0,7619863,29.0,334610
8/11/2024,North America,626.0,7620489,31.0,334641
8/18/2024,North America,476.0,7620965,20.0,334661
8/25/2024,North America,324.0,7621289,12.0,334673
7/24/2022,island,111.0,149,1.0,1
7/31/2022,island,5109.0,5258,9.0,10
8/7/2022,island,1176.0,6434,6.0,16
8/14/2022,island,447.0,6881,5.0,21
8/28/2022,island,182.0,7063,5.0,26
9/4/2022,island,1486.0,8549,1.0,27
9/11/2022,island,827.0,9376,2.0,29
9/18/2022,island,660.0,10036,2.0,31
10/2/2022,island,4383.0,14466,2.0,33
10/9/2022,island,6367.0,20833,18.0,51
10/16/2022,island,982.0,21815,4.0,55
11/20/2022,island,2.0,22034,3.0,58
2/12/2023,island,277.0,23948,1.0,61
3/5/2023,island,247.0,24195,2.0,63
4/16/2023,island,115.0,26044,1.0,64
7/7/2024,island,5305.0,31765,-3.0,62
4/12/2020,Europe,12.0,53,1.0,1
9/27/2020,Europe,8.0,182,1.0,2
11/22/2020,Europe,28.0,451,1.0,3
1/3/2021,Europe,119.0,764,1.0,4
1/10/2021,Europe,124.0,888,1.0,5
1/17/2021,Europe,141.0,1029,3.0,8
1/24/2021,Europe,154.0,1183,1.0,9
1/31/2021,Europe,127.0,1310,3.0,12
2/7/2021,Europe,159.0,1469,8.0,20
2/14/2021,Europe,113.0,1582,1.0,21
2/21/2021,Europe,110.0,1692,1.0,22
2/28/2021,Europe,82.0,1774,2.0,24
3/7/2021,Europe,72.0,1846,2.0,26
3/14/2021,Europe,83.0,1929,1.0,27
3/28/2021,Europe,83.0,2078,1.0,28
4/4/2021,Europe,66.0,2144,1.0,29
4/11/2021,Europe,42.0,2186,2.0,31
5/2/2021,Europe,32.0,2277,1.0,32
6/6/2021,Europe,4.0,2333,1.0,33
8/15/2021,Europe,75.0,2917,2.0,35
10/31/2021,Europe,25.0,3268,1.0,36
12/26/2021,Europe,377.0,4605,2.0,38
1/2/2022,Europe,523.0,5128,1.0,39
1/9/2022,Europe,943.0,6071,3.0,42
1/16/2022,Europe,913.0,6984,2.0,44
1/23/2022,Europe,949.0,7933,1.0,45
1/30/2022,Europe,696.0,8629,1.0,46
2/6/2022,Europe,467.0,9096,2.0,48
2/13/2022,Europe,249.0,9345,2.0,50
2/20/2022,Europe,171.0,9516,1.0,51
3/13/2022,Europe,265.0,10160,1.0,52
3/20/2022,Europe,374.0,10534,2.0,54
4/10/2022,Europe,334.0,11623,1.0,55
4/17/2022,Europe,274.0,11897,1.0,56
4/24/2022,Europe,203.0,12100,1.0,57
7/3/2022,Europe,334.0,13703,2.0,59
7/10/2022,Europe,354.0,14057,1.0,60
7/17/2022,Europe,291.0,14348,1.0,61
9/11/2022,Europe,33.0,14964,2.0,63
10/23/2022,Europe,80.0,15420,1.0,64
10/30/2022,Europe,67.0,15487,1.0,65
2/5/2023,Europe,31.0,16608,2.0,67
12/20/2020,Asia,54.0,961,1.0,1
1/24/2021,Asia,117.0,1643,1.0,2
3/7/2021,Asia,384.0,3336,1.0,3
3/14/2021,Asia,747.0,4083,1.0,4
3/21/2021,Asia,1103.0,5186,1.0,5
3/28/2021,Asia,2403.0,7589,1.0,6
4/4/2021,Asia,3231.0,10820,6.0,12
4/11/2021,Asia,4898.0,15718,11.0,23
4/18/2021,Asia,7166.0,22884,26.0,49
4/25/2021,Asia,8455.0,31339,34.0,83
5/2/2021,Asia,8042.0,39381,48.0,131
5/9/2021,Asia,6078.0,45459,34.0,165
5/16/2021,Asia,3716.0,49175,37.0,202
5/23/2021,Asia,3925.0,53100,21.0,223
5/30/2021,Asia,5339.0,58439,30.0,253
6/6/2021,Asia,8004.0,66443,35.0,288
6/13/2021,Asia,11904.0,78347,57.0,345
6/20/2021,Asia,17472.0,95819,74.0,419
6/27/2021,Asia,15686.0,111505,60.0,479
7/4/2021,Asia,15306.0,126811,69.0,548
7/11/2021,Asia,12473.0,139284,57.0,605
7/18/2021,Asia,10449.0,149733,32.0,637
7/25/2021,Asia,8241.0,157974,51.0,688
8/1/2021,Asia,9255.0,167229,34.0,722
8/8/2021,Asia,8331.0,175560,31.0,753
8/15/2021,Asia,8092.0,183652,23.0,776
8/22/2021,Asia,11593.0,195245,26.0,802
8/29/2021,Asia,16030.0,211275,33.0,835
9/5/2021,Asia,24999.0,236274,50.0,885
9/12/2021,Asia,32709.0,268983,88.0,973
9/19/2021,Asia,38895.0,307878,73.0,1046
9/26/2021,Asia,50789.0,358667,106.0,1152
10/3/2021,Asia,46698.0,405365,122.0,1274
10/10/2021,Asia,46988.0,452353,103.0,1377
10/17/2021,Asia,46550.0,498903,106.0,1483
10/24/2021,Asia,40294.0,539197,110.0,1593
10/31/2021,Asia,53797.0,592994,79.0,1672
11/7/2021,Asia,27029.0,620023,72.0,1744
11/14/2021,Asia,18494.0,638517,71.0,1815
11/21/2021,Asia,16310.0,654827,60.0,1875
11/28/2021,Asia,12534.0,667361,47.0,1922
12/5/2021,Asia,9498.0,676859,22.0,1944
12/12/2021,Asia,5868.0,682727,19.0,1963
12/19/2021,Asia,4705.0,687432,9.0,1972
12/26/2021,Asia,3518.0,690950,9.0,1981
1/2/2022,Asia,2899.0,693849,6.0,1987
1/9/2022,Asia,12137.0,705986,14.0,2001
1/16/2022,Asia,35696.0,741682,12.0,2013
1/23/2022,Asia,53226.0,794908,8.0,2021
1/30/2022,Asia,46940.0,841848,15.0,2036
2/6/2022,Asia,19128.0,860976,19.0,2055
2/13/2022,Asia,26778.0,887754,19.0,2074
2/20/2022,Asia,11952.0,899706,13.0,2087
2/27/2022,Asia,8451.0,908157,9.0,2096
3/6/2022,Asia,5098.0,913255,8.0,2104
3/13/2022,Asia,2556.0,915811,1.0,2105
3/20/2022,Asia,1402.0,917213,3.0,2108
5/1/2022,Asia,989.0,921425,2.0,2110
5/8/2022,Asia,802.0,922227,1.0,2111
5/22/2022,Asia,1808.0,924035,1.0,2114
5/29/2022,Asia,1038.0,925073,1.0,2115
6/5/2022,Asia,2199.0,927272,1.0,2116
7/3/2022,Asia,395.0,928981,2.0,2118
7/10/2022,Asia,672.0,929653,1.0,2119
8/7/2022,Asia,13970.0,960992,4.0,2123
8/21/2022,Asia,7810.0,974233,2.0,2125
8/28/2022,Asia,3023.0,977256,3.0,2128
9/4/2022,Asia,2388.0,979644,1.0,2129
9/11/2022,Asia,1506.0,981150,1.0,2130
9/18/2022,Asia,1157.0,982307,1.0,2131
11/13/2022,Asia,1588.0,987240,1.0,2132
11/20/2022,Asia,2473.0,989713,2.0,2134
12/4/2022,Asia,1271.0,993372,1.0,2135
12/25/2022,Asia,244.0,1007314,1.0,2136
5/3/2020,Europe,2.0,2,1.0,1
5/10/2020,Europe,1.0,3,1.0,2
8/2/2020,Europe,429.0,469,8.0,10
8/9/2020,Europe,384.0,853,16.0,26
8/16/2020,Europe,394.0,1247,11.0,37
8/23/2020,Europe,300.0,1547,6.0,43
8/30/2020,Europe,461.0,2008,15.0,58
9/6/2020,Europe,788.0,2796,9.0,67
9/13/2020,Europe,1568.0,4364,12.0,79
9/20/2020,Europe,1666.0,6030,16.0,95
9/27/2020,Europe,1730.0,7760,22.0,117
10/4/2020,Europe,1679.0,9439,21.0,138
10/11/2020,Europe,1736.0,11175,23.0,161
10/18/2020,Europe,1746.0,12921,32.0,193
10/25/2020,Europe,1138.0,14059,30.0,223
11/1/2020,Europe,2090.0,16149,44.0,267
11/22/2020,Europe,3808.0,19957,48.0,315
11/29/2020,Europe,3742.0,23699,48.0,363
12/6/2020,Europe,3318.0,27017,46.0,409
12/13/2020,Europe,3014.0,30031,49.0,458
12/20/2020,Europe,2534.0,32565,44.0,502
12/27/2020,Europe,2645.0,35210,41.0,543
1/3/2021,Europe,2546.0,37756,23.0,566
1/10/2021,Europe,3265.0,41021,36.0,602
1/17/2021,Europe,12597.0,53618,32.0,634
1/24/2021,Europe,2903.0,56521,23.0,657
1/31/2021,Europe,3292.0,59813,37.0,694
2/7/2021,Europe,3665.0,63478,33.0,727
2/14/2021,Europe,3621.0,67099,52.0,779
2/21/2021,Europe,3621.0,70720,60.0,839
2/28/2021,Europe,3877.0,74597,53.0,892
3/7/2021,Europe,3896.0,78493,64.0,956
3/14/2021,Europe,3958.0,82451,62.0,1018
3/21/2021,Europe,3475.0,85926,70.0,1088
3/28/2021,Europe,2757.0,88683,46.0,1134
4/4/2021,Europe,2315.0,90998,60.0,1194
4/11/2021,Europe,1676.0,92674,68.0,1262
4/18/2021,Europe,1274.0,93948,56.0,1318
4/25/2021,Europe,1081.0,95029,52.0,1370
5/2/2021,Europe,938.0,95967,40.0,1410
5/9/2021,Europe,647.0,96614,35.0,1445
5/16/2021,Europe,531.0,97145,21.0,1466
5/23/2021,Europe,393.0,97538,13.0,1479
5/30/2021,Europe,333.0,97871,9.0,1488
6/6/2021,Europe,211.0,98082,9.0,1497
6/13/2021,Europe,129.0,98211,9.0,1506
6/20/2021,Europe,128.0,98339,4.0,1510
6/27/2021,Europe,110.0,98449,4.0,1514
7/4/2021,Europe,134.0,98583,10.0,1524
7/11/2021,Europe,147.0,98730,5.0,1529
7/18/2021,Europe,195.0,98925,3.0,1532
7/25/2021,Europe,517.0,99442,1.0,1533
8/1/2021,Europe,977.0,100419,6.0,1539
8/8/2021,Europe,1747.0,102166,5.0,1544
8/15/2021,Europe,2560.0,104726,9.0,1553
8/22/2021,Europe,4401.0,109127,45.0,1598
9/5/2021,Europe,3676.0,112803,41.0,1639
9/12/2021,Europe,3896.0,116699,43.0,1682
9/19/2021,Europe,4298.0,120997,49.0,1731
9/26/2021,Europe,3301.0,124298,46.0,1777
10/3/2021,Europe,2994.0,127292,39.0,1816
10/10/2021,Europe,2519.0,129811,52.0,1868
10/17/2021,Europe,2507.0,132318,37.0,1905
10/24/2021,Europe,3237.0,135555,42.0,1947
10/31/2021,Europe,3384.0,138939,38.0,1985
11/7/2021,Europe,4302.0,143241,45.0,2030
11/14/2021,Europe,3396.0,146637,59.0,2089
11/21/2021,Europe,2571.0,149208,38.0,2127
11/28/2021,Europe,2061.0,151269,40.0,2167
12/5/2021,Europe,1518.0,152787,44.0,2211
12/12/2021,Europe,1249.0,154036,21.0,2232
12/19/2021,Europe,1184.0,155220,25.0,2257
12/26/2021,Europe,2790.0,158010,19.0,2276
1/2/2022,Europe,10890.0,168900,22.0,2298
1/9/2022,Europe,17071.0,185971,26.0,2324
1/30/2022,Europe,5801.0,191772,42.0,2366
2/6/2022,Europe,3928.0,195700,46.0,2412
2/13/2022,Europe,2860.0,198560,34.0,2446
2/20/2022,Europe,2216.0,200776,23.0,2469
2/27/2022,Europe,1219.0,201995,18.0,2487
3/6/2022,Europe,787.0,202782,9.0,2496
3/13/2022,Europe,590.0,203372,8.0,2504
3/20/2022,Europe,629.0,204001,23.0,2527
3/27/2022,Europe,575.0,204576,4.0,2531
4/3/2022,Europe,521.0,205097,8.0,2539
4/10/2022,Europe,375.0,205472,1.0,2540
4/17/2022,Europe,490.0,205962,3.0,2543
4/24/2022,Europe,506.0,206468,4.0,2547
5/1/2022,Europe,576.0,207044,2.0,2549
5/8/2022,Europe,494.0,207538,2.0,2551
5/15/2022,Europe,482.0,208020,2.0,2553
5/29/2022,Europe,384.0,208839,1.0,2554
6/12/2022,Europe,380.0,209632,2.0,2556
6/19/2022,Europe,598.0,210230,1.0,2557
6/26/2022,Europe,995.0,211225,1.0,2558
7/3/2022,Europe,1633.0,212858,5.0,2563
7/31/2022,Europe,6602.0,219460,8.0,2571
8/7/2022,Europe,5656.0,225116,9.0,2580
8/14/2022,Europe,4398.0,229514,4.0,2584
8/21/2022,Europe,3110.0,232624,7.0,2591
8/28/2022,Europe,1907.0,234531,5.0,2596
9/4/2022,Europe,1342.0,235873,7.0,2603
9/18/2022,Europe,1064.0,237925,1.0,2604
9/25/2022,Europe,986.0,238911,2.0,2606
10/2/2022,Europe,1063.0,239974,1.0,2607
10/16/2022,Europe,620.0,241296,2.0,2609
10/23/2022,Europe,423.0,241719,1.0,2610
11/6/2022,Europe,352.0,242519,2.0,2612
11/13/2022,Europe,227.0,242746,1.0,2613
11/20/2022,Europe,168.0,242914,1.0,2614
12/4/2022,Europe,184.0,243245,1.0,2615
12/25/2022,Europe,200.0,243973,1.0,2616
1/15/2023,Europe,471.0,245032,3.0,2619
1/22/2023,Europe,365.0,245397,1.0,2620
1/29/2023,Europe,289.0,245686,1.0,2621
2/5/2023,Europe,260.0,245946,1.0,2622
2/12/2023,Europe,407.0,246353,2.0,2624
2/19/2023,Europe,595.0,246948,2.0,2626
2/26/2023,Europe,634.0,247582,1.0,2627
3/5/2023,Europe,428.0,248010,4.0,2631
3/12/2023,Europe,379.0,248389,3.0,2634
3/26/2023,Europe,417.0,249171,6.0,2640
4/2/2023,Europe,375.0,249546,1.0,2641
4/9/2023,Europe,344.0,249890,1.0,2642
4/16/2023,Europe,327.0,250217,4.0,2646
4/23/2023,Europe,380.0,250597,4.0,2650
4/30/2023,Europe,276.0,250873,2.0,2652
5/14/2023,Europe,134.0,251194,1.0,2653
5/28/2023,Europe,40.0,251261,1.0,2654
5/22/2022,North America,139.0,886,2.0,4
6/5/2022,North America,45.0,1003,4.0,8
3/15/2020,Africa,15.0,17,1.0,1
3/22/2020,Africa,79.0,96,2.0,3
3/29/2020,Africa,294.0,390,22.0,25
4/5/2020,Africa,529.0,919,34.0,59
4/12/2020,Africa,626.0,1545,52.0,111
4/19/2020,Africa,1140.0,2685,26.0,137
4/26/2020,Africa,1212.0,3897,22.0,159
5/3/2020,Africa,832.0,4729,14.0,173
5/10/2020,Africa,1181.0,5910,13.0,186
5/17/2020,Africa,831.0,6741,6.0,192
5/24/2020,Africa,665.0,7406,6.0,198
5/31/2020,Africa,374.0,7780,6.0,204
6/7/2020,Africa,371.0,8151,4.0,208
6/14/2020,Africa,541.0,8692,4.0,212
6/21/2020,Africa,1147.0,9839,1.0,213
6/28/2020,Africa,2038.0,11877,7.0,220
7/5/2020,Africa,1945.0,13822,12.0,232
7/12/2020,Africa,1720.0,15542,13.0,245
7/19/2020,Africa,1473.0,17015,24.0,269
7/26/2020,Africa,2630.0,19645,36.0,305
8/2/2020,Africa,5406.0,25051,62.0,367
8/9/2020,Africa,6956.0,32007,113.0,480
8/16/2020,Africa,9010.0,41017,152.0,632
8/23/2020,Africa,9795.0,50812,226.0,858
8/30/2020,Africa,9244.0,60056,220.0,1078
9/6/2020,Africa,10104.0,70160,251.0,1329
9/13/2020,Africa,14275.0,84435,224.0,1553
9/20/2020,Africa,15381.0,99816,242.0,1795
9/27/2020,Africa,15425.0,115241,246.0,2041
10/4/2020,Africa,15987.0,131228,252.0,2293
10/11/2020,Africa,18613.0,149841,279.0,2572
